gbs_id,datum_verfuegung
b 00-10941,29.08.2014
b 00-10942,29.08.2014
b 00-10943,29.08.2014
b 00-10944,02.09.2014
b 00-10945,11.09.2014
b 00-10946,12.09.2014
b 00-10947,12.09.2014
b 00-10948,17.09.2014
b 00-10949,23.09.2014
b 00-10950,23.09.2014
b 00-10951,24.09.2014
b 00-10952,30.09.2014
b 00-10953,06.10.2014
b 00-10954,06.10.2014
b 00-10955,07.10.2014
b 00-10956,20.10.2014
b 00-10957,21.10.2014
b 00-10958,27.10.2014
b 00-10959,29.10.2014
b 00-10960,04.11.2014
b 00-10961,05.11.2014
b 00-10962,13.11.2014
b 00-10963,13.11.2014
b 00-10964,13.11.2014
b 00-10965,18.11.2014
b 00-10966,18.11.2014
b 00-10967,18.11.2014
b 00-10968,19.11.2014
b 00-10969,04.12.2014
b 00-10970,04.12.2014
b 00-10971,04.12.2014
b 00-10972,09.12.2014
b 00-10973,11.12.2014
b 00-10974,15.12.2014
b 00-10975,15.12.2014
b 00-10976,15.12.2014
b 00-10977,16.12.2014
b 01-10001,04.10.2001
b 01-10003,25.07.2003
b 01-10004,03.10.2003
b 01-10005,08.08.2006
b 01-10006,23.05.2008
b 01-10007,26.05.2008
b 01-10008,21.08.2008
b 01-10009,11.06.2009
b 01-10010,02.10.2009
b 01-10011,26.10.2009
b 01-10012,26.10.2009
b 01-10013,26.10.2009
b 01-10014,26.10.2009
b 01-10015,26.10.2009
b 01-10016,26.10.2009
b 01-10017,26.11.2009
b 01-10018,26.11.2009
b 01-10019,04.02.2010
b 01-10020,17.03.2010
b 01-10021,01.12.2010
b 01-10022,22.02.2011
b 01-10023,17.06.2011
b 01-10024,04.08.2011
b 01-10025,30.01.2012
b 01-10026,30.01.2012
b 01-10027,25.04.2012
b 01-10028,16.10.2012
b 01-10029,19.03.2013
b 01-10030,09.04.2013
b 01-10031,25.06.2013
b 01-10032,19.11.2013
b 01-10033,02.12.2013
b 01-10034,23.07.2014
b 01-10035,14.08.2014
b 01-10036,07.10.2014
b 01-10037,07.10.2014
b 02-10001,21.07.2004
b 02-10002,25.08.2008
b 02-10003,12.11.2013
b 05-10001,23.07.2001
b 05-10002,27.04.2009
b 05-10003,28.10.2009
b 05-10004,19.08.2010
b 05-10005,27.10.2010
b 05-10006,27.10.2010
b 05-10007,23.01.2012
b 05-10008,04.06.2013
b 05-10009,30.07.2013
b 05-10010,08.04.2014
b 05-10011,08.04.2014
b 05-10012,08.04.2014
b 05-10013,17.07.2014
b 05-10014,07.08.2014
b 05-10015,07.08.2014
b 05-10016,07.08.2014
b 05-10017,07.08.2014
b 05-10018,07.08.2014
b 05-10019,06.10.2014
b 06-10001,20.01.2009
b 06-10002,22.08.2011
b 06-10003,17.04.2012
b 06-10004,10.07.2012
b 06-10005,28.08.2012
b 06-10006,25.03.2013
b 06-10007,02.05.2013
b 06-10008,18.02.2014
b 06-10009,12.02.2014
b 06-10010,17.03.2014
b 06-10011,13.05.2014
b 06-10012,05.05.2014
b 07-10001,20.02.2004
b 07-10002,18.08.2008
b 08-10001,06.06.2008
b 08-10002,22.04.2009
b 08-10003,24.09.2010
b 08-10004,03.02.2011
b 08-10005,14.04.2011
b 08-10006,02.08.2011
b 08-10007,31.01.2012
b 08-10008,19.11.2012
b 08-10009,21.11.2013
b 08-10010,17.11.2014
b 10-10001,01.06.2011
b 10-10002,01.02.2012
b 10-10003,03.07.2014
b 11-10001,11.12.2009
b 11-10002,14.03.2011
b 11-10003,21.02.2012
b 12-00007,29.07.1999
b 12-10001,26.05.2009
b 12-10002,08.07.2014
b 15-00004,27.10.1992
b 15-10001,28.10.2008
b 15-10002,19.02.2009
b 15-10003,21.07.2009
b 15-10004,20.01.2010
b 15-10005,20.01.2010
b 15-10006,20.01.2010
b 15-10007,17.11.2010
b 15-10008,14.06.2011
b 15-10009,23.09.2011
b 23-00003,17.06.1985
b 23-00004,14.06.2000
b 23-10001,29.10.2001
b 23-10002,29.11.2001
b 23-10004,31.05.2007
b 23-10005,25.03.2008
b 23-10006,22.04.2008
b 23-10007,21.05.2008
b 23-10008,23.04.2010
b 23-10009,24.08.2010
b 23-10010,24.08.2010
b 23-10011,25.10.2010
b 23-10012,14.09.2011
b 23-10013,17.01.2012
b 23-10014,01.06.2012
b 23-10015,06.09.2012
b 23-10016,07.11.2012
b 23-10017,13.11.2013
b 23-10018,19.05.2014
b 23-10019,04.08.2014
b 24-00003,28.10.1997
b 24-10001,13.10.2008
b 24-10002,13.05.2009
b 24-10003,20.07.2009
b 24-10004,24.03.2010
b 24-10005,06.05.2010
b 24-10006,07.10.2010
b 24-10007,25.07.2011
b 24-10008,24.06.2013
b 33-10001,20.05.2008
b 33-10002,21.07.2008
b 33-10003,18.12.2008
b 33-10004,05.02.2009
b 33-10005,02.03.2009
b 33-10006,09.04.2009
b 33-10007,06.07.2009
b 33-10008,06.07.2009
b 33-10009,13.08.2009
b 33-10010,06.11.2009
b 33-10011,17.11.2009
b 33-10012,11.02.2010
b 33-10013,11.02.2010
b 33-10014,11.02.2010
b 33-10015,22.04.2010
b 33-10016,10.05.2010
b 33-10017,23.11.2010
b 33-10018,18.07.2012
b 33-10019,29.11.2012
b 33-10020,07.01.2013
c 00-01008,04.06.1985
c 00-01010,07.08.1985
c 00-01011,02.10.1985
c 00-01012,20.11.1985
c 00-01014,07.02.1986
c 00-01015,07.02.1986
c 00-01016,07.02.1986
c 00-01018,27.03.1986
c 00-01020,09.05.1986
c 00-01021,12.05.1986
c 00-01022,03.06.1986
c 00-01023,04.06.1986
c 00-01024,04.06.1986
c 00-01025,04.06.1986
c 00-01026,04.06.1986
c 00-01029,19.09.1986
c 00-01030,30.09.1986
c 00-01031,16.12.1986
c 00-01032,07.05.1987
c 00-01033,05.06.1987
c 00-01034,05.06.1987
c 00-01035,05.06.1987
c 00-01036,19.06.1987
c 00-01037,10.06.1987
c 00-01038,10.06.1987
c 00-01039,30.09.1987
c 00-01040,04.11.1987
c 00-01041,22.03.1988
c 00-01042,02.02.1988
c 00-01043,02.02.1988
c 00-01044,02.02.1988
c 00-01045,08.03.1988
c 00-01046,02.05.1988
c 00-01048,06.09.1988
c 00-01049,24.11.1988
c 00-01050,27.12.1988
c 00-01051,27.12.1988
c 00-01052,02.03.1989
c 00-01053,10.04.1989
c 00-01054,10.04.1989
c 00-01055,08.06.1989
c 00-01056,08.06.1989
c 00-01057,24.07.1989
c 00-01058,21.08.1989
c 00-01059,06.09.1989
c 00-01060,21.08.1989
c 00-01061,21.08.1989
c 00-01062,21.08.1989
c 00-01063,21.08.1989
c 00-01064,28.09.1989
c 00-01065,09.01.1990
c 00-01066,11.01.1990
c 00-01067,07.03.1990
c 00-01068,11.04.1990
c 00-01069,11.04.1990
c 00-01070,11.04.1990
c 00-01071,11.04.1990
c 00-01072,11.04.1990
c 00-01073,11.04.1990
c 00-01074,11.04.1990
c 00-01075,11.04.1990
c 00-01076,11.04.1990
c 00-01077,11.04.1990
c 00-01078,11.04.1990
c 00-01079,11.04.1990
c 00-01081,17.05.1990
c 00-01082,20.06.1990
c 00-01083,27.07.1990
c 00-01084,12.07.1990
c 00-01085,06.07.1990
c 00-01086,10.08.1990
c 00-01087,10.08.1990
c 00-01088,10.08.1990
c 00-01089,10.08.1990
c 00-01090,10.08.1990
c 00-01092,13.09.1990
c 00-01093,14.11.1990
c 00-01094,14.01.1991
c 00-01096,18.02.1991
c 00-01097,18.02.1991
c 00-01098,20.03.1991
c 00-01100,21.05.1991
c 00-01101,31.05.1991
c 00-01102,04.07.1991
c 00-01105,16.07.1991
c 00-01106,24.07.1991
c 00-01110,17.10.1991
c 00-01111,19.11.1991
c 00-01112,19.11.1991
c 00-01113,14.02.1992
c 00-01114,08.04.1992
c 00-01115,08.04.1992
c 00-01116,16.06.1992
c 00-01117,29.07.1992
c 00-01118,29.07.1992
c 00-01121,13.08.1992
c 00-01122,14.09.1992
c 00-01123,21.09.1992
c 00-01125,25.09.1992
c 00-01131,10.02.1993
c 00-01132,21.05.1993
c 00-01134,17.06.1993
c 00-01135,02.07.1993
c 00-01136,02.07.1993
c 00-01137,05.07.1993
c 00-01138,05.07.1993
c 00-01139,09.07.1993
c 00-01140,22.07.1993
c 00-01141,30.07.1993
c 00-01142,19.10.1993
c 00-01143,21.10.1993
c 00-01145,30.11.1993
c 00-01146,10.12.1993
c 00-01154,24.12.1993
c 00-01155,03.03.1994
c 00-01156,03.03.1994
c 00-01158,12.04.1994
c 00-01159,14.04.1994
c 00-01160,19.05.1994
c 00-01162,15.06.1994
c 00-01164,15.06.1994
c 00-01165,11.07.1994
c 00-01166,15.07.1994
c 00-01170,09.09.1994
c 00-01171,04.10.1994
c 00-01173,12.10.1994
c 00-01174,24.10.1994
c 00-01175,02.11.1994
c 00-01177,16.11.1994
c 00-01181,17.02.1995
c 00-01182,20.02.1995
c 00-01183,24.02.1995
c 00-01185,03.03.1995
c 00-01186,17.03.1995
c 00-01187,17.03.1995
c 00-01188,17.03.1995
c 00-01189,17.03.1995
c 00-01190,30.03.1995
c 00-01191,04.04.1995
c 00-01192,19.04.1995
c 00-01194,19.04.1995
c 00-01195,25.04.1995
c 00-01196,25.04.1995
c 00-01197,25.04.1995
c 00-01198,04.05.1995
c 00-01199,04.05.1995
c 00-01200,04.05.1995
c 00-01201,12.05.1995
c 00-01202,01.06.1995
c 00-01203,01.06.1995
c 00-01205,12.06.1995
c 00-01206,12.06.1995
c 00-01207,12.06.1995
c 00-01212,11.07.1995
c 00-01213,06.07.1995
c 00-01214,07.07.1995
c 00-01215,25.08.1995
c 00-01216,25.08.1995
c 00-01219,04.09.1995
c 00-01220,05.09.1995
c 00-01221,11.09.1995
c 00-01222,11.09.1995
c 00-01224,07.11.1995
c 00-01225,07.11.1995
c 00-01226,07.11.1995
c 00-01227,07.11.1995
c 00-01228,07.11.1995
c 00-01229,25.01.1996
c 00-01232,26.02.1996
c 00-01239,11.04.1996
c 00-01240,10.05.1996
c 00-01241,10.05.1996
c 00-01242,18.06.1996
c 00-01245,21.06.1996
c 00-01247,27.06.1996
c 00-01248,09.07.1996
c 00-01249,09.07.1996
c 00-01250,03.07.1996
c 00-01252,24.07.1996
c 00-01253,26.07.1996
c 00-01254,09.09.1996
c 00-01255,27.09.1996
c 00-01257,06.11.1996
c 00-01258,02.12.1996
c 00-01259,03.12.1996
c 00-01260,05.02.1997
c 00-01261,19.02.1997
c 00-01262,11.03.1997
c 00-01263,17.03.1997
c 00-01264,13.03.1997
c 00-01266,11.04.1997
c 00-01267,17.04.1997
c 00-01271,12.06.1997
c 00-01272,25.06.1997
c 00-01273,26.06.1997
c 00-01274,03.07.1997
c 00-01276,17.07.1997
c 00-01277,27.08.1997
c 00-01278,04.09.1997
c 00-01280,10.10.1997
c 00-01281,24.10.1997
c 00-01282,04.11.1997
c 00-01283,04.11.1997
c 00-01284,04.11.1997
c 00-01285,04.11.1997
c 00-01286,04.11.1997
c 00-01287,04.11.1997
c 00-01288,04.11.1997
c 00-01289,04.11.1997
c 00-01290,04.11.1997
c 00-01291,04.11.1997
c 00-01292,07.11.1997
c 00-01293,13.11.1997
c 00-01294,13.01.1998
c 00-01295,19.01.1998
c 00-01296,19.01.1998
c 00-01297,19.01.1998
c 00-01298,19.01.1998
c 00-01299,19.01.1998
c 00-01300,19.01.1998
c 00-01301,19.01.1998
c 00-01302,19.01.1998
c 00-01303,19.01.1998
c 00-01304,19.01.1998
c 00-01305,06.02.1998
c 00-01306,09.02.1998
c 00-01307,17.02.1998
c 00-01308,17.02.1998
c 00-01309,17.02.1998
c 00-01310,17.02.1998
c 00-01311,17.02.1998
c 00-01312,17.02.1998
c 00-01313,17.02.1998
c 00-01314,17.02.1998
c 00-01315,17.02.1998
c 00-01316,17.02.1998
c 00-01317,17.02.1998
c 00-01318,17.02.1998
c 00-01319,17.02.1998
c 00-01320,17.02.1998
c 00-01321,17.02.1998
c 00-01322,17.02.1998
c 00-01323,17.02.1998
c 00-01324,02.03.1998
c 00-01330,23.03.1998
c 00-01331,27.03.1998
c 00-01332,27.03.1998
c 00-01333,27.04.1998
c 00-01334,23.06.1998
c 00-01335,10.07.1998
c 00-01336,10.07.1998
c 00-01337,10.07.1998
c 00-01338,10.07.1998
c 00-01339,13.07.1998
c 00-01340,13.07.1998
c 00-01341,20.07.1998
c 00-01342,20.07.1998
c 00-01343,20.07.1998
c 00-01344,20.07.1998
c 00-01345,20.07.1998
c 00-01346,20.07.1998
c 00-01347,20.07.1998
c 00-01348,20.07.1998
c 00-01349,20.07.1998
c 00-01350,20.07.1998
c 00-01352,29.07.1998
c 00-01353,29.07.1998
c 00-01354,29.07.1998
c 00-01355,03.08.1998
c 00-01356,24.08.1998
c 00-01357,28.08.1998
c 00-01358,11.09.1998
c 00-01359,11.09.1998
c 00-01360,21.09.1998
c 00-01361,28.09.1998
c 00-01362,28.09.1998
c 00-01363,07.10.1998
c 00-01364,19.10.1998
c 00-01365,10.12.1998
c 00-01366,17.12.1998
c 00-01367,17.12.1998
c 00-01368,17.12.1998
c 00-01371,14.01.1999
c 00-01372,14.01.1999
c 00-01373,14.01.1999
c 00-01374,14.01.1999
c 00-01375,14.01.1999
c 00-01376,14.01.1999
c 00-01377,14.01.1999
c 00-01378,14.01.1999
c 00-01379,14.01.1999
c 00-01380,14.01.1999
c 00-01381,14.01.1999
c 00-01382,14.01.1999
c 00-01383,14.01.1999
c 00-01385,11.02.1999
c 00-01386,16.02.1999
c 00-01387,11.02.1999
c 00-01388,07.04.1999
c 00-01389,07.04.1999
c 00-01390,07.04.1999
c 00-01391,27.04.1999
c 00-01392,26.05.1999
c 00-01393,10.06.1999
c 00-01394,17.06.1999
c 00-01395,07.07.1999
c 00-01396,28.07.1999
c 00-01397,29.07.1999
c 00-01398,19.08.1999
c 00-01399,19.08.1999
c 00-01400,19.08.1999
c 00-01401,09.09.1999
c 00-01402,09.09.1999
c 00-01404,09.09.1999
c 00-01405,09.09.1999
c 00-01406,13.09.1999
c 00-01407,13.09.1999
c 00-01408,15.09.1999
c 00-01409,15.09.1999
c 00-01410,15.09.1999
c 00-01411,15.09.1999
c 00-01412,15.09.1999
c 00-01413,17.09.1999
c 00-01414,20.09.1999
c 00-01415,20.09.1999
c 00-01416,15.10.1999
c 00-01417,15.10.1999
c 00-01418,15.10.1999
c 00-01419,15.10.1999
c 00-01420,15.10.1999
c 00-01421,15.10.1999
c 00-01422,15.10.1999
c 00-01423,15.10.1999
c 00-01424,15.10.1999
c 00-01425,15.10.1999
c 00-01426,19.10.1999
c 00-01427,19.10.1999
c 00-01428,19.10.1999
c 00-01429,19.10.1999
c 00-01430,19.10.1999
c 00-01431,19.10.1999
c 00-01432,19.10.1999
c 00-01433,19.10.1999
c 00-01434,19.10.1999
c 00-01435,19.10.1999
c 00-01436,19.10.1999
c 00-01437,19.10.1999
c 00-01438,19.10.1999
c 00-01439,19.10.1999
c 00-01440,21.10.1999
c 00-01441,21.10.1999
c 00-01442,04.11.1999
c 00-01444,15.11.1999
c 00-01445,13.01.2000
c 00-01446,24.02.2000
c 00-01448,15.03.2000
c 00-01449,17.03.2000
c 00-01450,07.04.2000
c 00-01451,07.04.2000
c 00-01452,07.04.2000
c 00-01453,07.04.2000
c 00-01454,07.04.2000
c 00-01455,07.04.2000
c 00-01456,07.04.2000
c 00-01457,07.04.2000
c 00-01458,07.04.2000
c 00-01459,07.04.2000
c 00-01460,07.04.2000
c 00-01461,07.04.2000
c 00-01462,07.04.2000
c 00-01463,07.04.2000
c 00-01464,07.04.2000
c 00-01465,19.04.2000
c 00-01467,20.04.2000
c 00-01469,12.05.2000
c 00-01470,25.05.2000
c 00-01471,25.05.2000
c 00-01472,02.05.2000
c 00-01473,17.08.2000
c 00-01474,04.07.2000
c 00-01475,26.07.2000
c 00-01476,17.08.2000
c 00-01477,11.09.2000
c 00-01478,22.11.2000
c 00-01479,28.11.2000
c 00-01480,28.11.2000
c 00-01481,28.11.2000
c 00-01482,28.11.2000
c 00-01483,28.11.2000
c 00-01484,28.11.2000
c 00-01485,28.11.2000
c 00-01486,28.11.2000
c 00-01487,28.11.2000
c 00-01488,17.01.2001
c 00-01489,17.01.2001
c 00-01490,17.01.2001
c 00-01491,17.01.2001
c 00-01492,19.01.2001
c 00-01493,24.01.2001
c 00-01494,07.02.2001
c 00-01495,07.02.2001
c 00-01496,01.03.2001
c 00-01497,15.03.2001
c 00-01498,21.05.2001
c 00-01499,21.05.2001
c 00-01500,21.05.2001
c 00-01501,11.06.2001
c 00-10001,06.07.2001
c 00-10002,31.07.2001
c 00-10003,15.08.2001
c 00-10004,24.08.2001
c 00-10005,30.08.2001
c 00-10006,25.09.2001
c 00-10007,25.09.2001
c 00-10008,25.09.2001
c 00-10009,25.09.2001
c 00-10010,25.09.2001
c 00-10011,25.09.2001
c 00-10012,25.09.2001
c 00-10013,25.09.2001
c 00-10014,25.09.2001
c 00-10015,25.09.2001
c 00-10016,17.09.2001
c 00-10017,10.10.2001
c 00-10018,14.11.2001
c 00-10019,14.11.2001
c 00-10020,14.11.2001
c 00-10021,20.11.2001
c 00-10022,20.11.2001
c 00-10023,27.11.2001
c 00-10024,17.01.2002
c 00-10025,17.01.2002
c 00-10026,30.01.2002
c 00-10027,30.01.2002
c 00-10028,05.02.2002
c 00-10029,05.02.2002
c 00-10030,05.02.2002
c 00-10031,05.02.2002
c 00-10032,12.03.2002
c 00-10033,08.04.2002
c 00-10034,11.04.2002
c 00-10035,11.04.2002
c 00-10036,16.04.2002
c 00-10037,16.04.2002
c 00-10038,16.04.2002
c 00-10039,16.04.2002
c 00-10040,06.04.2002
c 00-10041,16.04.2002
c 00-10042,26.04.2002
c 00-10043,26.04.2002
c 00-10044,26.04.2002
c 00-10045,26.04.2002
c 00-10046,26.04.2002
c 00-10047,26.04.2002
c 00-10048,26.04.2002
c 00-10049,29.04.2002
c 00-10050,29.04.2002
c 00-10051,06.05.2002
c 00-10052,21.05.2002
c 00-10053,03.06.2002
c 00-10054,05.06.2002
c 00-10055,05.06.2002
c 00-10056,10.06.2002
c 00-10057,10.06.2002
c 00-10058,11.06.2002
c 00-10059,11.06.2002
c 00-10060,11.06.2002
c 00-10061,11.06.2002
c 00-10062,11.06.2002
c 00-10063,11.06.2002
c 00-10064,11.06.2002
c 00-10065,18.06.2002
c 00-10066,18.06.2002
c 00-10067,18.06.2002
c 00-10068,18.06.2002
c 00-10069,18.06.2002
c 00-10070,18.06.2002
c 00-10071,18.06.2002
c 00-10072,18.06.2002
c 00-10073,18.06.2002
c 00-10074,18.06.2002
c 00-10075,18.06.2002
c 00-10076,18.06.2002
c 00-10077,18.06.2002
c 00-10078,18.06.2002
c 00-10079,18.06.2002
c 00-10080,18.06.2002
c 00-10081,18.06.2002
c 00-10082,18.06.2002
c 00-10083,18.06.2002
c 00-10084,18.06.2002
c 00-10085,18.06.2002
c 00-10086,18.06.2002
c 00-10087,18.06.2002
c 00-10088,18.06.2002
c 00-10089,18.06.2002
c 00-10090,18.06.2002
c 00-10091,18.06.2002
c 00-10092,18.06.2002
c 00-10093,18.06.2002
c 00-10094,18.06.2002
c 00-10095,18.06.2002
c 00-10096,13.06.2002
c 00-10097,25.06.2002
c 00-10098,25.06.2002
c 00-10099,10.07.2002
c 00-10100,12.07.2002
c 00-10101,11.07.2002
c 00-10102,22.07.2002
c 00-10103,25.07.2002
c 00-10104,20.08.2002
c 00-10105,26.08.2002
c 00-10106,02.09.2002
c 00-10107,18.09.2002
c 00-10108,24.09.2002
c 00-10109,27.09.2002
c 00-10110,27.09.2002
c 00-10111,27.09.2002
c 00-10112,27.09.2002
c 00-10113,27.09.2002
c 00-10114,04.10.2002
c 00-10115,03.10.2002
c 00-10116,16.10.2002
c 00-10117,22.10.2002
c 00-10118,28.10.2002
c 00-10119,28.10.2002
c 00-10120,28.10.2002
c 00-10121,28.10.2002
c 00-10122,28.10.2002
c 00-10123,29.10.2002
c 00-10124,15.11.2002
c 00-10125,25.11.2002
c 00-10126,25.11.2002
c 00-10127,25.11.2002
c 00-10128,09.12.2002
c 00-10129,31.01.2003
c 00-10130,31.01.2003
c 00-10131,31.01.2003
c 00-10132,31.01.2003
c 00-10133,31.01.2003
c 00-10134,12.02.2003
c 00-10135,26.02.2003
c 00-10136,26.02.2003
c 00-10137,14.03.2003
c 00-10138,20.03.2003
c 00-10139,21.03.2003
c 00-10140,21.03.2003
c 00-10141,28.03.2003
c 00-10142,02.04.2003
c 00-10143,09.04.2003
c 00-10144,09.04.2003
c 00-10145,24.04.2003
c 00-10146,06.05.2003
c 00-10147,13.05.2003
c 00-10148,13.05.2003
c 00-10149,26.05.2003
c 00-10150,26.05.2003
c 00-10151,02.06.2003
c 00-10152,02.06.2003
c 00-10153,02.06.2003
c 00-10154,02.06.2003
c 00-10155,06.06.2003
c 00-10156,16.06.2003
c 00-10157,18.06.2003
c 00-10158,18.06.2003
c 00-10159,18.06.2003
c 00-10160,18.06.2003
c 00-10161,18.06.2003
c 00-10162,25.06.2003
c 00-10163,25.06.2003
c 00-10164,02.07.2003
c 00-10165,08.07.2003
c 00-10166,07.08.2003
c 00-10167,07.08.2003
c 00-10168,07.08.2003
c 00-10169,07.08.2003
c 00-10170,07.08.2003
c 00-10171,07.08.2003
c 00-10172,07.08.2003
c 00-10173,07.08.2003
c 00-10174,07.08.2003
c 00-10175,07.08.2003
c 00-10176,08.08.2003
c 00-10177,14.08.2003
c 00-10178,13.08.2003
c 00-10179,18.08.2003
c 00-10180,02.09.2003
c 00-10181,04.09.2003
c 00-10182,06.10.2003
c 00-10183,14.10.2003
c 00-10184,23.10.2003
c 00-10185,27.10.2003
c 00-10186,13.11.2003
c 00-10187,13.11.2003
c 00-10188,06.11.2003
c 00-10189,13.11.2003
c 00-10190,01.12.2003
c 00-10191,04.12.2003
c 00-10192,09.12.2003
c 00-10193,15.12.2003
c 00-10194,15.12.2003
c 00-10195,04.02.2004
c 00-10196,24.02.2004
c 00-10197,23.02.2004
c 00-10198,20.02.2004
c 00-10199,24.02.2004
c 00-10200,16.03.2004
c 00-10201,16.03.2004
c 00-10202,16.03.2004
c 00-10203,16.03.2004
c 00-10204,16.03.2004
c 00-10205,16.03.2004
c 00-10206,16.03.2004
c 00-10207,16.03.2004
c 00-10208,16.03.2004
c 00-10209,16.03.2004
c 00-10210,16.03.2004
c 00-10211,16.03.2004
c 00-10212,16.03.2004
c 00-10213,16.03.2004
c 00-10214,16.03.2004
c 00-10215,16.03.2004
c 00-10216,16.03.2004
c 00-10217,16.03.2004
c 00-10218,16.03.2004
c 00-10219,16.03.2004
c 00-10220,16.03.2004
c 00-10221,16.03.2004
c 00-10222,16.03.2004
c 00-10223,16.03.2004
c 00-10224,16.03.2004
c 00-10225,16.03.2004
c 00-10226,16.03.2004
c 00-10227,16.03.2004
c 00-10228,16.03.2004
c 00-10229,16.03.2004
c 00-10230,16.03.2004
c 00-10231,16.03.2004
c 00-10232,16.03.2004
c 00-10233,16.03.2004
c 00-10234,16.03.2004
c 00-10235,16.03.2004
c 00-10236,16.03.2004
c 00-10237,16.03.2004
c 00-10238,16.03.2004
c 00-10239,16.03.2004
c 00-10240,16.03.2004
c 00-10241,16.03.2004
c 00-10242,16.03.2004
c 00-10243,16.03.2004
c 00-10244,16.03.2004
c 00-10245,16.03.2004
c 00-10246,08.11.2012
c 00-10247,08.03.2004
c 00-10248,05.03.2004
c 00-10249,22.03.2004
c 00-10250,05.04.2004
c 00-10251,07.04.2004
c 00-10252,20.04.2004
c 00-10253,26.04.2004
c 00-10254,26.04.2004
c 00-10255,30.04.2004
c 00-10256,03.05.2004
c 00-10257,03.05.2004
c 00-10258,03.05.2004
c 00-10259,03.05.2004
c 00-10260,03.05.2004
c 00-10261,03.05.2004
c 00-10262,03.05.2004
c 00-10263,03.05.2004
c 00-10264,03.05.2004
c 00-10265,03.05.2004
c 00-10266,03.05.2004
c 00-10267,03.05.2004
c 00-10268,03.05.2004
c 00-10269,03.05.2004
c 00-10270,11.05.2004
c 00-10271,11.05.2004
c 00-10272,12.05.2004
c 00-10273,12.05.2004
c 00-10274,12.05.2004
c 00-10275,12.05.2004
c 00-10276,11.05.2004
c 00-10277,13.05.2004
c 00-10278,27.05.2004
c 00-10279,27.05.2004
c 00-10280,07.06.2004
c 00-10281,07.06.2004
c 00-10282,07.06.2004
c 00-10283,07.06.2004
c 00-10284,07.06.2004
c 00-10285,16.06.2004
c 00-10286,25.06.2004
c 00-10287,28.06.2004
c 00-10288,28.06.2004
c 00-10289,07.07.2004
c 00-10290,07.07.2004
c 00-10291,15.07.2004
c 00-10292,16.07.2004
c 00-10293,15.07.2004
c 00-10294,26.07.2004
c 00-10295,26.07.2004
c 00-10296,04.08.2004
c 00-10297,05.08.2004
c 00-10298,06.08.2004
c 00-10299,11.08.2004
c 00-10300,19.08.2004
c 00-10301,08.09.2004
c 00-10302,09.09.2004
c 00-10303,20.09.2004
c 00-10304,20.09.2004
c 00-10305,05.10.2004
c 00-10306,05.10.2004
c 00-10307,11.10.2004
c 00-10308,11.10.2004
c 00-10309,11.10.2004
c 00-10310,20.10.2004
c 00-10311,03.12.2004
c 00-10312,10.12.2004
c 00-10313,13.12.2004
c 00-10314,20.12.2004
c 00-10315,12.01.2005
c 00-10316,01.02.2005
c 00-10317,02.02.2005
c 00-10318,01.02.2005
c 00-10319,31.01.2005
c 00-10320,10.02.2005
c 00-10321,16.02.2005
c 00-10322,22.02.2005
c 00-10323,23.03.2005
c 00-10324,24.03.2005
c 00-10325,24.03.2005
c 00-10326,24.03.2005
c 00-10327,24.03.2005
c 00-10328,24.03.2005
c 00-10329,24.03.2005
c 00-10330,24.03.2005
c 00-10331,24.03.2005
c 00-10332,24.03.2005
c 00-10333,24.03.2005
c 00-10334,24.03.2005
c 00-10335,24.03.2005
c 00-10336,24.03.2005
c 00-10337,24.03.2005
c 00-10338,24.03.2005
c 00-10339,24.03.2005
c 00-10340,24.03.2005
c 00-10341,24.03.2005
c 00-10342,01.04.2005
c 00-10343,01.04.2005
c 00-10344,01.04.2005
c 00-10345,01.04.2005
c 00-10346,01.04.2005
c 00-10347,01.04.2005
c 00-10348,01.04.2005
c 00-10349,01.04.2005
c 00-10350,01.04.2005
c 00-10351,01.04.2005
c 00-10352,01.04.2005
c 00-10353,01.04.2005
c 00-10354,01.04.2005
c 00-10355,01.04.2005
c 00-10356,01.04.2005
c 00-10357,01.04.2005
c 00-10358,01.04.2005
c 00-10359,01.04.2005
c 00-10360,01.04.2005
c 00-10361,01.04.2005
c 00-10362,01.04.2005
c 00-10363,01.04.2005
c 00-10364,04.04.2005
c 00-10365,19.04.2005
c 00-10366,19.04.2005
c 00-10367,19.04.2005
c 00-10368,19.04.2005
c 00-10369,19.04.2005
c 00-10370,19.04.2005
c 00-10371,26.04.2005
c 00-10372,11.05.2005
c 00-10373,19.05.2005
c 00-10374,18.05.2005
c 00-10375,18.05.2005
c 00-10376,19.05.2005
c 00-10377,19.05.2005
c 00-10378,20.05.2005
c 00-10379,20.05.2005
c 00-10380,20.05.2005
c 00-10381,20.05.2005
c 00-10382,20.05.2005
c 00-10383,20.05.2005
c 00-10384,26.05.2005
c 00-10385,22.06.2005
c 00-10386,22.06.2005
c 00-10387,07.07.2005
c 00-10388,07.07.2005
c 00-10389,12.07.2005
c 00-10390,11.07.2005
c 00-10391,11.07.2005
c 00-10392,08.08.2005
c 00-10393,18.08.2005
c 00-10394,18.08.2005
c 00-10395,16.08.2005
c 00-10396,18.08.2005
c 00-10397,26.08.2005
c 00-10398,26.08.2005
c 00-10399,26.08.2005
c 00-10400,26.08.2005
c 00-10401,30.08.2005
c 00-10402,30.08.2005
c 00-10403,30.08.2005
c 00-10404,31.08.2005
